EA_max,EB_max,EA_ratio,EB_ratio,S2_yield,S3_yield,S2_final,S3_final,converged,solver_status,immobilization,decay_kA,decay_kB,enzyme_profile
4.466666667,5.533333333,0.446666667,0.553333333,0.004459079,0.969638925,4.459078549,969.6389248,TRUE,optimal,theta1,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0.7, 'x_step_down': 1, 'smoothness': 300}}"
4.733333333,5.266666667,0.473333333,0.526666667,0.004272144,0.972415111,4.272144444,972.4151105,TRUE,optimal,theta1,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0.7, 'x_step_down': 1, 'smoothness': 300}}"
5,5,0.5,0.5,0.004108836,0.974846271,4.108835603,974.8462711,TRUE,optimal,theta1,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0.7, 'x_step_down': 1, 'smoothness': 300}}"
5.1,4.9,0.51,0.49,0.004053446,0.97567951,4.053445632,975.6795098,TRUE,optimal,theta1,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0.7, 'x_step_down': 1, 'smoothness': 300}}"
5.366666667,4.633333333,0.536666667,0.463333333,0.003920911,0.977715794,3.920911152,977.7157938,TRUE,optimal,theta1,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0.7, 'x_step_down': 1, 'smoothness': 300}}"
5.633333333,4.366666667,0.563333333,0.436666667,0.003810145,0.979510785,3.810144577,979.5107848,TRUE,optimal,theta1,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0.7, 'x_step_down': 1, 'smoothness': 300}}"
5.9,4.1,0.59,0.41,0.003721225,0.98109516,3.721224647,981.0951604,TRUE,optimal,theta1,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0.7, 'x_step_down': 1, 'smoothness': 300}}"
6.166666667,3.833333333,0.616666667,0.383333333,0.003654868,0.982493841,3.654868461,982.4938414,TRUE,optimal,theta1,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0.7, 'x_step_down': 1, 'smoothness': 300}}"
6.433333333,3.566666667,0.643333333,0.356666667,0.003612604,0.983726808,3.612604156,983.7268085,TRUE,optimal,theta1,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0.7, 'x_step_down': 1, 'smoothness': 300}}"
6.7,3.3,0.67,0.33,0.003597054,0.984809591,3.597053801,984.8095915,TRUE,optimal,theta1,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0.7, 'x_step_down': 1, 'smoothness': 300}}"
6.966666667,3.033333333,0.696666667,0.303333333,0.003612401,0.985753409,3.612400833,985.7534092,TRUE,optimal,theta1,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0.7, 'x_step_down': 1, 'smoothness': 300}}"
7.233333333,2.766666667,0.723333333,0.276666667,0.003665183,0.986564859,3.665183053,986.5648588,TRUE,optimal,theta1,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0.7, 'x_step_down': 1, 'smoothness': 300}}"
7.5,2.5,0.75,0.25,0.003765694,0.987244901,3.765693977,987.244901,TRUE,optimal,theta1,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0.7, 'x_step_down': 1, 'smoothness': 300}}"
7.6,2.4,0.76,0.24,0.0038188,0.98746495,3.818800116,987.4649499,TRUE,optimal,theta1,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0.7, 'x_step_down': 1, 'smoothness': 300}}"
7.764285714,2.235714286,0.776428571,0.223571429,0.003928772,0.987782376,3.928771575,987.7823761,TRUE,optimal,theta1,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0.7, 'x_step_down': 1, 'smoothness': 300}}"
7.928571429,2.071428571,0.792857143,0.207142857,0.004073377,0.988040256,4.073376722,988.040256,TRUE,optimal,theta1,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0.7, 'x_step_down': 1, 'smoothness': 300}}"
8.092857143,1.907142857,0.809285714,0.190714286,0.00426284,0.988230108,4.262840017,988.2301078,TRUE,optimal,theta1,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0.7, 'x_step_down': 1, 'smoothness': 300}}"
8.257142857,1.742857143,0.825714286,0.174285714,0.004512346,0.988338346,4.512345796,988.3383458,TRUE,optimal,theta1,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0.7, 'x_step_down': 1, 'smoothness': 300}}"
8.421428571,1.578571429,0.842142857,0.157857143,0.004845401,0.988342931,4.845401305,988.3429312,TRUE,optimal,theta1,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0.7, 'x_step_down': 1, 'smoothness': 300}}"
8.585714286,1.414285714,0.858571429,0.141428571,0.005300365,0.988206856,5.300364646,988.2068564,TRUE,optimal,theta1,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0.7, 'x_step_down': 1, 'smoothness': 300}}"
8.75,1.25,0.875,0.125,0.005944224,0.987864377,5.944223872,987.8643771,TRUE,optimal,theta1,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0.7, 'x_step_down': 1, 'smoothness': 300}}"
9.078571429,0.921428571,0.907857143,0.092142857,0.008458186,0.985905146,8.458186393,985.9051464,TRUE,optimal,theta1,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0.7, 'x_step_down': 1, 'smoothness': 300}}"
9.242857143,0.757142857,0.924285714,0.075714286,0.011302866,0.983315855,11.30286565,983.3158553,TRUE,optimal,theta1,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0.7, 'x_step_down': 1, 'smoothness': 300}}"
9.407142857,0.592857143,0.940714286,0.059285714,0.017629839,0.977230848,17.62983947,977.2308483,TRUE,optimal,theta1,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0.7, 'x_step_down': 1, 'smoothness': 300}}"
9.571428571,0.428571429,0.957142857,0.042857143,0.03632466,0.958765411,36.32465967,958.7654111,TRUE,optimal,theta1,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0.7, 'x_step_down': 1, 'smoothness': 300}}"
9.735714286,0.264285714,0.973571429,0.026428571,0.115146568,0.880161079,115.1465677,880.1610785,TRUE,optimal,theta1,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0.7, 'x_step_down': 1, 'smoothness': 300}}"
9.9,0.1,0.99,0.01,0.594296487,0.401217648,594.2964865,401.217648,TRUE,optimal,theta1,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0.7, 'x_step_down': 1, 'smoothness': 300}}"
0.1,9.9,0.01,0.99,0.005863101,0.343819179,5.863101081,343.8191794,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
0.366666667,9.633333333,0.036666667,0.963333333,0.008019858,0.632478698,8.019858251,632.4786977,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
0.633333333,9.366666667,0.063333333,0.936666667,0.007820366,0.740461746,7.820365643,740.4617458,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
0.9,9.1,0.09,0.91,0.007339857,0.801213389,7.33985749,801.2133891,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
1.166666667,8.833333333,0.116666667,0.883333333,0.006829276,0.841144269,6.829276035,841.1442693,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
1.433333333,8.566666667,0.143333333,0.856666667,0.006345664,0.869586607,6.345663801,869.5866067,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
1.7,8.3,0.17,0.83,0.005903651,0.890869964,5.903650738,890.8699644,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
1.966666667,8.033333333,0.196666667,0.803333333,0.005505265,0.907342646,5.50526539,907.3426459,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
2.233333333,7.766666667,0.223333333,0.776666667,0.005148343,0.920412127,5.148342605,920.4121271,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
2.5,7.5,0.25,0.75,0.004829408,0.93098216,4.829407911,930.98216,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
2.6,7.4,0.26,0.74,0.004718844,0.934432705,4.718843709,934.4327054,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
2.866666667,7.133333333,0.286666667,0.713333333,0.004446154,0.942522949,4.446153606,942.5229493,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
3.133333333,6.866666667,0.313333333,0.686666667,0.004203066,0.949279869,4.203066125,949.2798689,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
3.4,6.6,0.34,0.66,0.003986616,0.954979679,3.986615973,954.9796785,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
3.666666667,6.333333333,0.366666667,0.633333333,0.003794245,0.959828867,3.794244748,959.8288673,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
3.933333333,6.066666667,0.393333333,0.606666667,0.003623787,0.963984789,3.623787177,963.9847886,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
4.2,5.8,0.42,0.58,0.003473448,0.96756931,3.473447647,967.5693103,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
4.466666667,5.533333333,0.446666667,0.553333333,0.003341778,0.970678126,3.341777841,970.6781257,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
4.733333333,5.266666667,0.473333333,0.526666667,0.003227661,0.97338726,3.227661137,973.3872599,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
5,5,0.5,0.5,0.003130307,0.975757706,3.130307421,975.7577055,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
5.1,4.9,0.51,0.49,0.003098017,0.976569686,3.098017487,976.5696858,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
5.366666667,4.633333333,0.536666667,0.463333333,0.003023043,0.978553021,3.023042555,978.553021,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
5.633333333,4.366666667,0.563333333,0.436666667,0.002964351,0.980300148,2.964350679,980.3001482,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
5.9,4.1,0.59,0.41,0.002922438,0.98184137,2.922437739,981.8413697,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
