EA_max,EB_max,EA_ratio,EB_ratio,S2_yield,S3_yield,S2_final,S3_final,converged,solver_status,immobilization,decay_kA,decay_kB,enzyme_profile
6.166666667,3.833333333,0.616666667,0.383333333,0.002898346,0.983201318,2.898345677,983.2013182,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
6.433333333,3.566666667,0.643333333,0.356666667,0.00289383,0.984399779,2.893830248,984.3997792,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
6.7,3.3,0.67,0.33,0.00291163,0.985452194,2.911629974,985.4521942,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
6.966666667,3.033333333,0.696666667,0.303333333,0.002955905,0.98636983,2.955905182,986.3698303,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
7.233333333,2.766666667,0.723333333,0.276666667,0.003032977,0.987159523,3.032977322,987.1595235,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
7.5,2.5,0.75,0.25,0.003152629,0.987822765,3.152628904,987.8227651,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
7.6,2.4,0.76,0.24,0.003211403,0.988037978,3.211402846,988.0379775,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
7.764285714,2.235714286,0.776428571,0.223571429,0.003328609,0.988349483,3.328608852,988.3494834,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
7.928571429,2.071428571,0.792857143,0.207142857,0.003477427,0.988604404,3.477427259,988.6044037,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
8.092857143,1.907142857,0.809285714,0.190714286,0.003667344,0.988794998,3.66734435,988.7949979,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
8.257142857,1.742857143,0.825714286,0.174285714,0.003912395,0.988908833,3.91239532,988.9088326,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
8.421428571,1.578571429,0.842142857,0.157857143,0.004234225,0.988925734,4.234225059,988.9257344,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
8.75,1.25,0.875,0.125,0.005274887,0.988507379,5.27488726,988.5073788,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
8.914285714,1.085714286,0.891428571,0.108571429,0.006171138,0.987897099,6.171137863,987.8970985,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
9.078571429,0.921428571,0.907857143,0.092142857,0.007606585,0.986732277,7.606584691,986.7322769,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
9.242857143,0.757142857,0.924285714,0.075714286,0.010216493,0.984378629,10.21649324,984.3786285,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
9.407142857,0.592857143,0.940714286,0.059285714,0.016023347,0.978814576,16.02334694,978.8145764,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
9.571428571,0.428571429,0.957142857,0.042857143,0.033486062,0.961582044,33.48606187,961.582044,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
9.735714286,0.264285714,0.973571429,0.026428571,0.109783947,0.885502501,109.7839468,885.5025007,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
9.9,0.1,0.99,0.01,0.588674487,0.406819183,588.6744868,406.8191831,TRUE,optimal,theta2,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'step', 'start': 0, 'end': 1, 'x_step_up': 0, 'x_step_down': 0.3, 'smoothness': 300}, 'enzymeB': {'fun': 'step', 'start': 0, 'end': 0.5, 'x_step_up': 0.2, 'x_step_down': 0.8, 'smoothness': 300}}"
0.1,9.9,0.01,0.99,0.006280123,0.248716782,6.280122784,248.7167822,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
0.3,9.7,0.03,0.97,0.0095928,0.410708397,9.592799548,410.7083967,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
0.5,9.5,0.05,0.95,0.010966919,0.498810656,10.96691913,498.8106563,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
0.7,9.3,0.07,0.93,0.011686049,0.560192329,11.68604886,560.1923293,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
0.9,9.1,0.09,0.91,0.012081946,0.606996123,12.08194603,606.9961234,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
1.1,8.9,0.11,0.89,0.012293759,0.644487418,12.29375892,644.4874183,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
1.3,8.7,0.13,0.87,0.012392475,0.67548796,12.39247467,675.4879597,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
1.5,8.5,0.15,0.85,0.01241863,0.701702417,12.41863018,701.7024169,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
1.7,8.3,0.17,0.83,0.012397177,0.72424474,12.39717653,724.2447398,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
1.9,8.1,0.19,0.81,0.012344326,0.743884734,12.34432601,743.8847345,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
2.1,7.9,0.21,0.79,0.012271059,0.761177227,12.27105878,761.1772275,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
2.3,7.7,0.23,0.77,0.012185065,0.77653545,12.18506452,776.5354504,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
2.5,7.5,0.25,0.75,0.012091884,0.790275405,12.09188421,790.2754048,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
2.7,7.3,0.27,0.73,0.011995615,0.802644034,11.99561491,802.6440342,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
2.9,7.1,0.29,0.71,0.011899363,0.813837844,11.89936276,813.8378441,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
3.1,6.9,0.31,0.69,0.011805545,0.824015624,11.80554459,824.0156236,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
3.3,6.7,0.33,0.67,0.011716095,0.833307384,11.71609515,833.3073839,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
3.5,6.5,0.35,0.65,0.011632614,0.84182079,11.63261412,841.8207901,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
3.7,6.3,0.37,0.63,0.011556474,0.849645886,11.55647373,849.645886,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
3.9,6.1,0.39,0.61,0.0114889,0.856858627,11.4889005,856.8586273,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
4.1,5.9,0.41,0.59,0.01143104,0.863523565,11.43104002,863.5235646,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
4.3,5.7,0.43,0.57,0.011384011,0.869695909,11.38401096,869.6959089,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
4.5,5.5,0.45,0.55,0.011348953,0.875423139,11.34895287,875.4231387,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
4.7,5.3,0.47,0.53,0.011327071,0.880746263,11.32707143,880.7462628,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
4.9,5.1,0.49,0.51,0.011319684,0.88570082,11.31968413,885.7008195,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
5.1,4.9,0.51,0.49,0.01132827,0.890317669,11.32826967,890.3176692,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
5.3,4.7,0.53,0.47,0.011354524,0.894623623,11.35452401,894.6236226,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
5.5,4.5,0.55,0.45,0.011400427,0.898641936,11.40042729,898.6419362,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
5.7,4.3,0.57,0.43,0.011468326,0.902392692,11.46832629,902.3926923,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
5.9,4.1,0.59,0.41,0.011561039,0.905893081,11.56103926,905.8930806,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
6.1,3.9,0.61,0.39,0.011681992,0.909157584,11.68199225,909.1575837,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
6.3,3.7,0.63,0.37,0.0118354,0.912198068,11.83540038,912.1980676,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
6.5,3.5,0.65,0.35,0.012026514,0.915023766,12.02651354,915.0237659,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
6.7,3.3,0.67,0.33,0.012261956,0.917641135,12.26195641,917.6411347,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
6.9,3.1,0.69,0.31,0.012550209,0.92005354,12.55020874,920.0535399,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
7.1,2.9,0.71,0.29,0.0129023,0.922260706,12.90229962,922.2607056,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
7.3,2.7,0.73,0.27,0.013332836,0.92425781,13.33283634,924.2578097,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
7.5,2.5,0.75,0.25,0.013861574,0.926034021,13.86157374,926.0340207,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
7.7,2.3,0.77,0.23,0.014515887,0.927570118,14.51588709,927.5701184,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
7.9,2.1,0.79,0.21,0.015334821,0.928834526,15.33482114,928.8345256,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
8.1,1.9,0.81,0.19,0.016376027,0.929776442,16.37602676,929.7764425,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
8.3,1.7,0.83,0.17,0.017728312,0.930313357,17.7283122,930.3133575,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
8.5,1.5,0.85,0.15,0.019535936,0.93030681,19.53593553,930.3068099,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
8.7,1.3,0.87,0.13,0.022049798,0.929511245,22.04979758,929.5112448,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
9.1,0.9,0.91,0.09,0.031664825,0.923103856,31.66482462,923.1038565,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
9.5,0.5,0.95,0.05,0.067457185,0.890242659,67.4571848,890.2426587,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
9.7,0.3,0.97,0.03,0.153005533,0.80606586,153.0055332,806.06586,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
9.9,0.1,0.99,0.01,0.674363297,0.286021563,674.363297,286.0215633,TRUE,optimal,gamma,0,0,"{'default_fun': 'linear', 'adjust_Np': True, 'enzymeA': {'fun': 'linear', 'start': 1, 'end': 0}, 'enzymeB': {'fun': 'linear', 'start': 0, 'end': 1}}"
